,Drug_name,Disease,Generic_name,Brand_names,Drug_class,Rx_OTC,Pregnancy,CSA,Alcohol
451,Renovo Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical,Alivio Patch,topical rubefacient ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
452,Renovo Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Capsiderm,topical rubefacient ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
453,Renovo Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
454,Renovo Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Renovo Patch,topical rubefacient ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
455,Satogesic,ACL Injury (Muscle Pain),methyl salicylate topical,Alivio Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
456,Satogesic,ACL Injury (Muscle Pain),methyl salicylate topical, Capsiderm,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
457,Satogesic,ACL Injury (Muscle Pain),methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
458,Satogesic,ACL Injury (Muscle Pain),methyl salicylate topical, Renovo Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
459,Synvexia,ACL Injury (Muscle Pain),lidocaine / menthol topical,Alivio Patch,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
460,Synvexia,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capsiderm,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
461,Synvexia,ACL Injury (Muscle Pain),lidocaine / menthol topical, Capzasin Quick Relief,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
462,Synvexia,ACL Injury (Muscle Pain),lidocaine / menthol topical, Renovo Patch,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
463,Thera-Gesic,ACL Injury (Muscle Pain),menthol/methyl salicylate topical,Alivio Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
464,Thera-Gesic,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Capsiderm,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
465,Thera-Gesic,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
466,Thera-Gesic,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Renovo Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
467,Thera-Gesic Plus,ACL Injury (Muscle Pain),menthol/methyl salicylate topical,Alivio Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
468,Thera-Gesic Plus,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Capsiderm,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
469,Thera-Gesic Plus,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
470,Thera-Gesic Plus,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Renovo Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
471,Tiger Balm Active Muscle Rub,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical,Alivio Patch,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
472,Tiger Balm Active Muscle Rub,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Capsiderm,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
473,Tiger Balm Active Muscle Rub,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Capzasin Quick Relief,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
474,Tiger Balm Active Muscle Rub,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Renovo Patch,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
475,trolamine salicylate,ACL Injury (Muscle Pain),trolamine salicylate topical,Arthricream,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
476,trolamine salicylate,ACL Injury (Muscle Pain),trolamine salicylate topical, Asper-Flex,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
477,trolamine salicylate,ACL Injury (Muscle Pain),trolamine salicylate topical, Myoflex,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
478,Veltrix,ACL Injury (Muscle Pain),lidocaine / menthol topical,Arthricream,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
479,Veltrix,ACL Injury (Muscle Pain),lidocaine / menthol topical, Asper-Flex,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
480,Veltrix,ACL Injury (Muscle Pain),lidocaine / menthol topical, Myoflex,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
481,Viva,ACL Injury (Muscle Pain),camphor / lidocaine / methyl salicylate topical,Arthricream,topical anesthetics ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
482,Viva,ACL Injury (Muscle Pain),camphor / lidocaine / methyl salicylate topical, Asper-Flex,topical anesthetics ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
483,Viva,ACL Injury (Muscle Pain),camphor / lidocaine / methyl salicylate topical, Myoflex,topical anesthetics ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
